전용면적(㎡),건축년도,건축면적,연면적,주차대수,전체동수,주거전용면적
59.67,2004,0,264005,1868,19,130870.52
60,2004,0,264005,1868,19,130870.52
114.68,2004,0,264005,1868,19,130870.52
84.89,2004,0,264005,1868,19,130870.52
84.705,2003,0,146400,0,20,118311.737
114.88,2003,0,146400,0,20,118311.737
114.88,2003,0,146400,0,20,118311.737
114.88,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
59.758,2003,0,146400,0,20,118311.737
114.88,2003,0,146400,0,20,118311.737
114.88,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
114.88,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
114.88,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
59.758,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
114.88,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
59.758,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
59.758,2003,0,146400,0,20,118311.737
114.88,2003,0,146400,0,20,118311.737
114.88,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
59.758,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
59.758,2003,0,146400,0,20,118311.737
114.88,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
114.88,2003,0,146400,0,20,118311.737
84.705,2003,0,146400,0,20,118311.737
84.965,2010,3401.6,52743,402,5,26707.48
59.818,2010,3401.6,52743,402,5,26707.48
74.628,2010,3401.6,52743,402,5,26707.48
59.762,2010,3401.6,52743,402,5,26707.48
84.965,2010,3401.6,52743,402,5,26707.48
84.867,2010,3401.6,52743,402,5,26707.48
59.762,2010,3401.6,52743,402,5,26707.48
59.762,2010,3401.6,52743,402,5,26707.48
84.965,2010,3401.6,52743,402,5,26707.48
59.818,2010,3401.6,52743,402,5,26707.48
59.818,2010,3401.6,52743,402,5,26707.48
114.475,2010,3401.6,52743,402,5,26707.48
74.628,2010,3401.6,52743,402,5,26707.48
59.762,2010,3401.6,52743,402,5,26707.48
59.762,2010,3401.6,52743,402,5,26707.48
59.818,2010,3401.6,52743,402,5,26707.48
114.475,2010,3401.6,52743,402,5,26707.48
84.965,2010,3401.6,52743,402,5,26707.48
59.818,2010,3401.6,52743,402,5,26707.48
59.818,2010,3401.6,52743,402,5,26707.48
74.628,2010,3401.6,52743,402,5,26707.48
59.818,2010,3401.6,52743,402,5,26707.48
74.628,2010,3401.6,52743,402,5,26707.48
84.92,1998,0,33287,271,2,14934
71.99,1998,0,33287,271,2,14934
59.4,1998,0,33287,271,2,14934
84.92,1998,0,33287,271,2,14934
59.4,1998,0,33287,271,2,14934
84.93,1998,2013.51,35324,233,3,20282.02
84.96,1998,2013.51,35324,233,3,20282.02
84.93,1998,2013.51,35324,233,3,20282.02
84.96,1998,2013.51,35324,233,3,20282.02
84.93,1998,2013.51,35324,233,3,20282.02
59.43,1998,2013.51,35324,233,3,20282.02
59.43,1998,2013.51,35324,233,3,20282.02
84.93,1998,2013.51,35324,233,3,20282.02
59.43,1998,2013.51,35324,233,3,20282.02
84.93,1998,2013.51,35324,233,3,20282.02
84.93,1998,2013.51,35324,233,3,20282.02
59.43,1998,2013.51,35324,233,3,20282.02
84.6,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
84.6,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
84.6,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
84.6,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
59.82,1999,2501.97,40659,311,4,26894.64
84.59,2005,0,40736,322,5,24023.03
84.59,2005,0,49999,0,4,26721.87
84.993,2001,4779.65,82140,610,6,42712.422
84.993,2001,4779.65,82140,610,6,42712.422
114.78,2001,4779.65,82140,610,6,42712.422
114.78,2001,4779.65,82140,610,6,42712.422
84.993,2001,4779.65,82140,610,6,42712.422
84.993,2001,4779.65,82140,610,6,42712.422
114.78,2001,4779.65,82140,610,6,42712.422
59.88,2001,4779.65,82140,610,6,42712.422
59.88,2001,4779.65,82140,610,6,42712.422
59.88,2001,4779.65,82140,610,6,42712.422
59.88,2001,4779.65,82140,610,6,42712.422
59.88,2001,4779.65,82140,610,6,42712.422
84.993,2001,4779.65,82140,610,6,42712.422
59.88,2001,4779.65,82140,610,6,42712.422
114.78,2001,4779.65,82140,610,6,42712.422
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
58.65,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
39.6,1992,0,104835,717,15,72902.7
49.5,1992,0,104835,717,15,72902.7
84.98,1999,4353.37,79631,652,9,45931.92
84.98,1999,4353.37,79631,652,9,45931.92
84.98,1999,4353.37,79631,652,9,45931.92
59.76,1999,4353.37,79631,652,9,45931.92
84.98,1999,4353.37,79631,652,9,45931.92
84.98,1999,4353.37,79631,652,9,45931.92
59.76,1999,4353.37,79631,652,9,45931.92
59.76,1999,4353.37,79631,652,9,45931.92
59.76,1999,4353.37,79631,652,9,45931.92
84.98,1999,4353.37,79631,652,9,45931.92
59.76,1999,4353.37,79631,652,9,45931.92
59.76,1999,4353.37,79631,652,9,45931.92
59.76,1999,4353.37,79631,652,9,45931.92
84.98,1999,4353.37,79631,652,9,45931.92
59.76,1999,4353.37,79631,652,9,45931.92
84.98,1999,4353.37,79631,652,9,45931.92
59.76,1999,4353.37,79631,652,9,45931.92
59.76,1999,4353.37,79631,652,9,45931.92
84.98,1999,4353.37,79631,652,9,45931.92
59.76,1999,4353.37,79631,652,9,45931.92
84.98,1999,4353.37,79631,652,9,45931.92
59.76,1999,4353.37,79631,652,9,45931.92
84.85,1990,0,43721,382,4,34625.52
84.85,1990,0,43721,382,4,34625.52
75.48,1990,0,43721,382,4,34625.52
84.85,1990,0,43721,382,4,34625.52
84.87,1990,0,43721,382,4,34625.52
84.85,1990,0,43721,382,4,34625.52
84.87,1990,0,43721,382,4,34625.52
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.99,1993,2728,29114,242,3,17250.41
84.53,2007,9983.09,145070,1579,16,82603
84.75,2007,9983.09,145070,1579,16,82603
84.82,2007,9983.09,145070,1579,16,82603
84.82,2007,9983.09,145070,1579,16,82603
84.75,2007,9983.09,145070,1579,16,82603
84.68,2007,9983.09,145070,1579,16,82603
84.53,2007,9983.09,145070,1579,16,82603
84.68,2007,9983.09,145070,1579,16,82603
84.82,2007,9983.09,145070,1579,16,82603
84.82,2007,9983.09,145070,1579,16,82603
84.82,2007,9983.09,145070,1579,16,82603
84.82,2007,9983.09,145070,1579,16,82603
84.68,2007,9983.09,145070,1579,16,82603
84.82,2007,9983.09,145070,1579,16,82603
84.82,2007,9983.09,145070,1579,16,82603
84.82,2007,9983.09,145070,1579,16,82603
84.53,2007,9983.09,145070,1579,16,82603
84.53,2007,9983.09,145070,1579,16,82603
84.53,2007,9983.09,145070,1579,16,82603
84.53,2007,9983.09,145070,1579,16,82603
84.53,2007,9983.09,145070,1579,16,82603
84.53,2007,9983.09,145070,1579,16,82603
84.53,2007,9983.09,145070,1579,16,82603
84.75,2007,9983.09,145070,1579,16,82603
84.82,2007,9983.09,145070,1579,16,82603
84.75,2007,9983.09,145070,1579,16,82603
84.82,2007,9983.09,145070,1579,16,82603
84.53,2007,9983.09,145070,1579,16,82603
84.53,2007,9983.09,145070,1579,16,82603
84.53,2007,0,78498,710,9,46505.2
84.53,2007,0,78498,710,9,46505.2
84.53,2007,0,78498,710,9,46505.2
84.82,2007,0,78498,710,9,46505.2
84.82,2007,0,78498,710,9,46505.2
84.68,2007,0,78498,710,9,46505.2
84.53,2007,0,78498,710,9,46505.2
84.53,2007,0,78498,710,9,46505.2
84.68,2007,0,78498,710,9,46505.2
84.53,2007,0,78498,710,9,46505.2
84.82,2007,0,78498,710,9,46505.2
84.82,2007,0,78498,710,9,46505.2
84.82,2007,0,78498,710,9,46505.2
84.82,2007,0,78498,710,9,46505.2
84.53,2007,0,78498,710,9,46505.2
84.68,2007,0,78498,710,9,46505.2
84.53,2007,0,75332,672,8,43878.56
84.76,2007,0,75332,672,8,43878.56
84.76,2007,0,75332,672,8,43878.56
84.96,2007,0,75332,672,8,43878.56
84.53,2007,0,75332,672,8,43878.56
84.53,2007,0,75332,672,8,43878.56
84.53,2007,0,75332,672,8,43878.56
84.96,2007,0,75332,672,8,43878.56
59.84,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
84.53,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
84.96,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
84.53,2008,0,107876,1005,14,61143.58
84.76,2008,0,107876,1005,14,61143.58
84.76,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
84.53,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
84.96,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
59.84,2008,0,107876,1005,14,61143.58
84.96,2008,0,107876,1005,14,61143.58
59.87,2008,8453.42,96251,1010,19,51875.56
59.84,2008,8453.42,96251,1010,19,51875.56
59.76,2008,8453.42,96251,1010,19,51875.56
59.76,2008,8453.42,96251,1010,19,51875.56
59.84,2008,8453.42,96251,1010,19,51875.56
59.84,2008,8453.42,96251,1010,19,51875.56
59.84,2008,8453.42,96251,1010,19,51875.56
59.76,2008,8453.42,96251,1010,19,51875.56
59.84,2008,8453.42,96251,1010,19,51875.56
59.87,2008,8453.42,96251,1010,19,51875.56
59.87,2008,8453.42,96251,1010,19,51875.56
59.84,2008,8453.42,96251,1010,19,51875.56
59.76,2008,8453.42,96251,1010,19,51875.56
59.84,2008,8453.42,96251,1010,19,51875.56
59.84,2008,8453.42,96251,1010,19,51875.56
59.84,2008,8453.42,96251,1010,19,51875.56
59.87,2008,8453.42,96251,1010,19,51875.56
59.84,2008,8453.42,96251,1010,19,51875.56
59.84,2008,8453.42,96251,1010,19,51875.56
59.84,2008,8453.42,96251,1010,19,51875.56
59.87,2008,8453.42,96251,1010,19,51875.56
84.68,2007,4000.37,46020,441,6,25558.61
84.53,2007,4000.37,46020,441,6,25558.61
84.53,2007,4000.37,46020,441,6,25558.61
84.68,2007,4000.37,46020,441,6,25558.61
84.68,2007,4000.37,46020,441,6,25558.61
84.68,2007,4000.37,46020,441,6,25558.61
84.68,2007,4000.37,46020,441,6,25558.61
84.68,2007,4000.37,46020,441,6,25558.61
84.82,2007,4000.37,46020,441,6,25558.61
84.82,2007,4000.37,46020,441,6,25558.61
84.82,2008,6335.36,72305,712,10,40735.1
84.53,2008,6335.36,72305,712,10,40735.1
84.68,2008,6335.36,72305,712,10,40735.1
84.53,2008,6335.36,72305,712,10,40735.1
84.68,2008,6335.36,72305,712,10,40735.1
84.82,2008,6335.36,72305,712,10,40735.1
84.53,2008,6335.36,72305,712,10,40735.1
84.82,2008,6335.36,72305,712,10,40735.1
84.68,2008,6335.36,72305,712,10,40735.1
84.82,2008,6335.36,72305,712,10,40735.1
59.98,2005,17920.25,339035,2702,40,190886.54
101.87,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
101.87,2005,17920.25,339035,2702,40,190886.54
126.65,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
101.87,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
101.87,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
101.87,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
126.65,2005,17920.25,339035,2702,40,190886.54
101.87,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
126.65,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
101.87,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
126.65,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
126.65,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
101.87,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
126.65,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
126.65,2005,17920.25,339035,2702,40,190886.54
101.87,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
126.65,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
84.98,2005,17920.25,339035,2702,40,190886.54
59.98,2005,17920.25,339035,2702,40,190886.54
84.96,2003,3873.34,71856,545,6,41207.094
84.96,2003,3873.34,71856,545,6,41207.094
84.96,2003,3873.34,71856,545,6,41207.094
84.96,2003,3873.34,71856,545,6,41207.094
84.96,2003,3873.34,71856,545,6,41207.094
84.96,2003,3873.34,71856,545,6,41207.094
84.96,2003,3873.34,71856,545,6,41207.094
84.96,2003,3873.34,71856,545,6,41207.094
84.96,2003,3873.34,71856,545,6,41207.094
84.948,2005,0,20398,223,2,15799.86
114.86,2014,9751.99,68416,590,7,31093.09
114.86,2014,9751.99,68416,590,7,31093.09
84.85,2014,9751.99,68416,590,7,31093.09
84.85,2014,9751.99,68416,590,7,31093.09
114.86,2014,9751.99,68416,590,7,31093.09
114.86,2014,9751.99,68416,590,7,31093.09
114.86,2014,9751.99,68416,590,7,31093.09
114.86,2014,83717.68,83718,644,8,40045
114.86,2014,83717.68,83718,644,8,40045
84.95,2014,83717.68,83718,644,8,40045
114.98,2014,83717.68,83718,644,8,40045
114.86,2014,83717.68,83718,644,8,40045
114.86,2014,83717.68,83718,644,8,40045
114.86,2014,83717.68,83718,644,8,40045
114.86,2014,0,183983,0,13,95039.65
114.92,2014,0,183983,0,13,95039.65
114.86,2014,0,183983,0,13,95039.65
84.95,2014,0,183983,0,13,95039.65
84.91,2014,0,183983,0,13,95039.65
114.86,2014,0,183983,0,13,95039.65
114.91,2014,0,183983,0,13,95039.65
114.92,2014,0,183983,0,13,95039.65
84.55,2014,0,183983,0,13,95039.65
114.86,2014,0,183983,0,13,95039.65
114.91,2014,0,183983,0,13,95039.65
114.91,2014,0,183983,0,13,95039.65
114.86,2014,0,183983,0,13,95039.65
114.87,2014,0,183983,0,13,95039.65
114.91,2014,0,183983,0,13,95039.65
114.69,2014,0,183983,0,13,95039.65
114.69,2014,0,183983,0,13,95039.65
84.97,1999,4086,68508,541,8,38581.59
59.98,1999,4086,68508,541,8,38581.59
84.97,1999,4086,68508,541,8,38581.59
59.98,1999,4086,68508,541,8,38581.59
59.98,1999,4086,68508,541,8,38581.59
84.97,1999,4086,68508,541,8,38581.59
59.98,1999,4086,68508,541,8,38581.59
59.98,1999,4086,68508,541,8,38581.59
59.98,1999,4086,68508,541,8,38581.59
59.4396,2003,1614,22457,193,1,13507.5094
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
74.946,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
76.374,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.897,2003,2857.82,42041,367,3,26734.871
74.946,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
84.528,2003,2857.82,42041,367,3,26734.871
114.72,2008,4083.41,49693,440,7,28953.59
114.72,2008,4083.41,49693,440,7,28953.59
84.99,2008,4083.41,49693,440,7,28953.59
84.99,2008,4083.41,49693,440,7,28953.59
59.87,2008,4083.41,49693,440,7,28953.59
59.87,2008,4083.41,49693,440,7,28953.59
59.87,2008,4083.41,49693,440,7,28953.59
84.99,2008,4083.41,49693,440,7,28953.59
59.87,2008,4083.41,49693,440,7,28953.59
84.99,2008,4083.41,49693,440,7,28953.59
59.87,2008,4083.41,49693,440,7,28953.59
84.99,2008,4083.41,49693,440,7,28953.59
59.87,2008,4083.41,49693,440,7,28953.59
84.99,2008,4083.41,49693,440,7,28953.59
84.95,1999,0,28599,237,4,15711.79
114.3,1999,0,28599,237,4,15711.79
59.92,1999,0,28599,237,4,15711.79
84.3819,2003,0,27065,229,2,15216.3142
83.35,2005,0,24927,206,3,14858.16
59.4,1995,0,67930,488,8,47802.69
59.4,1995,0,67930,488,8,47802.69
59.4,1995,0,67930,488,8,47802.69
59.4,1995,0,67930,488,8,47802.69
59.4,1995,0,67930,488,8,47802.69
84.81,1995,0,67930,488,8,47802.69
59.4,1995,0,67930,488,8,47802.69
59.4,1995,0,67930,488,8,47802.69
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
59.9,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
59.9,2005,0,59371,463,7,34161.24
59.9,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.99,2005,0,59371,463,7,34161.24
84.9519,2005,2517.72,40695,420,4,20553.26
134.5767,2005,2517.72,40695,420,4,20553.26
84.9519,2005,2517.72,40695,420,4,20553.26
84.9519,2005,2517.72,40695,420,4,20553.26
134.5767,2005,2517.72,40695,420,4,20553.26
84.9519,2005,2517.72,40695,420,4,20553.26
